release1,release2,value
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.24,232.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.23,233.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.22,233.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.28,230.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.26,229.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.25,233.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:6.0.9,20.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:5.3.29,230.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.9,0.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:6.0.8,17.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.0.10,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.0.11,0.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.22,26.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.2.4,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.0.0,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:2.6.14,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:2.6.15,0.0
org.springframework:spring-beans:6.0.14,org.springframework:spring-beans:5.3.30,82.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:2.5.15,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.0.12,0.0
org.springframework:spring-beans:6.0.14,org.springframework:spring-beans:5.3.31,82.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.0.13,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.8,0.0
org.springframework:spring-beans:6.0.14,org.springframework:spring-beans:5.3.15,86.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:6.0.7,15.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:6.0.6,15.0
org.springframework:spring-core:6.0.0,org.springframework:spring-core:6.0.5,15.0
org.slf4j:slf4j-api:2.0.9,org.slf4j:slf4j-api:1.7.30,30.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:6.0.16,15.0
org.slf4j:slf4j-api:2.0.9,org.slf4j:slf4j-api:1.7.33,30.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:6.0.15,15.0
org.slf4j:slf4j-api:2.0.9,org.slf4j:slf4j-api:1.7.12,35.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.4,28.0
org.slf4j:slf4j-api:2.0.9,org.slf4j:slf4j-api:1.7.10,35.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.26,25.0
org.slf4j:slf4j-api:2.0.9,org.slf4j:slf4j-api:2.0.7,2.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.29,22.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.7,0.0
org.slf4j:slf4j-api:2.0.9,org.slf4j:slf4j-api:2.0.6,2.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.28,22.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.3.2,0.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.9,28.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.4,0.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:5.3.23,26.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.3.3,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.3.0,0.0
org.springframework:spring-expression:6.1.12,org.springframework:spring-expression:6.0.13,15.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.2,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.3.1,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.3,0.0
org.springframework:spring-beans:6.0.14,org.springframework:spring-beans:5.3.18,83.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.0,0.0
org.springframework:spring-beans:6.0.14,org.springframework:spring-beans:5.3.19,83.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.1,0.0
org.springframework.boot:spring-boot-starter:3.2.9,org.springframework.boot:spring-boot-starter:3.1.6,0.0
org.springframework:spring-beans:6.0.14,org.springframework:spring-beans:5.3.17,83.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.87,109.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.46,285.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.82,355.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.13,216.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.12,216.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.80,353.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.5,221.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.6,220.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.7,220.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.12,653.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.8,220.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.6.14,227.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.9,220.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.6.15,223.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.11,218.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.10,220.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.79,353.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.78,353.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.76,351.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.75,342.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.74,341.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.73,337.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.15,12.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.95,149.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.19,10.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.72,53.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.17,12.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.97,155.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.18,12.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.1.6,72.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.12.2,1.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.13.0,0.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.12.1,1.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.0,111.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.18,212.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.13.3,0.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.12.3,1.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.13.2,0.0
io.micrometer:micrometer-jakarta9:1.12.9,io.micrometer:micrometer-jakarta9:1.13.1,0.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.4,106.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.14,216.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.2,8.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.1,110.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.17,212.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.2,108.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.16,213.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.0.3,106.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.15,213.0
org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.9,org.springframework.boot:spring-boot-actuator-autoconfigure:3.2.1,10.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.69,273.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.82,17.0
org.glassfish.jersey.core:jersey-server:2.37,org.glassfish.jersey.core:jersey-server:2.35,10.0
net.sf.ehcache:ehcache:2.10.9.2,net.sf.ehcache:ehcache:2.10.6,6.0
org.springframework:spring-core:6.0.14,org.springframework:spring-core:6.0.10,17.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.6,com.squareup.okhttp3:okhttp:4.10.0-RC1,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.6,com.squareup.okhttp3:okhttp:5.0.0-alpha.2,0.0
org.springframework:spring-core:6.0.14,org.springframework:spring-core:5.3.20,261.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.6,com.squareup.okhttp3:okhttp:4.11.0,0.0
org.springframework:spring-core:6.0.14,org.springframework:spring-core:3.0.3.RELEASE,727.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.6,com.squareup.okhttp3:okhttp:5.0.0-alpha.11,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.6,com.squareup.okhttp3:okhttp:3.14.4,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.6,com.squareup.okhttp3:okhttp:5.0.0-alpha.10,0.0
com.google.code.findbugs:jsr305:3.0.2,com.google.code.findbugs:jsr305:3.0.1,0.0
com.google.code.findbugs:jsr305:3.0.2,com.google.code.findbugs:jsr305:1.3.9,1.0
org.springframework:spring-core:6.0.14,org.springframework:spring-core:5.3.4,274.0
org.springframework:spring-core:6.0.14,org.springframework:spring-core:5.3.9,266.0
org.hdrhistogram:HdrHistogram:2.1.12,org.hdrhistogram:HdrHistogram:2.1.11,34.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.13.3,4.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.10.6,8.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.96,154.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.11.8,2.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.93,138.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.12.7,4.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.20,660.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.10.9,4.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.99,159.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.11.7,2.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.98,156.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.71,283.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.28,670.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.70,281.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.26,666.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.0.21,13.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.0.20,13.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.7,0.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.9,0.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.0,10.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:5.3.19,26.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.2,7.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.1,7.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:5.3.15,27.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:5.3.18,26.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:5.3.17,26.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.10.7,8.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.11.11,2.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.11.5,2.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.12.4,4.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.10.10,1.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.25,666.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.24,665.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.68,271.0
org.springframework:spring-core:6.0.14,org.springframework:spring-core:6.0.13,5.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:8.5.100,165.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.4,602.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:9.0.83,358.0
org.apache.tomcat.embed:tomcat-embed-core:8.5.78,org.apache.tomcat.embed:tomcat-embed-core:10.1.19,657.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.8,0.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.2,24.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.3,24.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.18,14.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.0,24.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.17,14.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.21,14.0
org.springframework:spring-aop:6.1.11,org.springframework:spring-aop:6.0.20,14.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.4,3.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.3,6.0
org.springframework:spring-expression:6.1.11,org.springframework:spring-expression:6.1.5,3.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.12.6,4.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.10.8,6.0
io.micrometer:micrometer-observation:1.10.12,io.micrometer:micrometer-observation:1.10.13,0.0
org.springframework:spring-expression:5.3.27,org.springframework:spring-expression:5.3.25,10.0
org.springframework:spring-expression:5.3.27,org.springframework:spring-expression:5.3.24,10.0
org.xmlbeam:xmlprojector:1.4.24,org.xmlbeam:xmlprojector:1.4.20,2.0
org.xmlbeam:xmlprojector:1.4.24,org.xmlbeam:xmlprojector:1.4.18,5.0
org.springframework:spring-expression:5.3.27,org.springframework:spring-expression:5.2.0.RELEASE,13.0
org.springframework:spring-expression:5.3.27,org.springframework:spring-expression:5.3.20,10.0
org.xmlbeam:xmlprojector:1.4.24,org.xmlbeam:xmlprojector:1.4.23,0.0
org.xmlbeam:xmlprojector:1.4.24,org.xmlbeam:xmlprojector:1.4.22,0.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.17,0.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.19,0.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.22,0.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.23,0.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.24,0.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.26,0.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.24,5.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.25,2.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.25,0.0
org.springframework:spring-oxm:5.3.27,org.springframework:spring-oxm:5.3.26,0.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.23,5.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.20,10.0
org.springframework:spring-web:5.3.27,org.springframework:spring-web:5.3.22,8.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:23.5-jre,378.0
ch.qos.logback:logback-classic:1.2.12,ch.qos.logback:logback-classic:1.2.11,0.0
org.apache.kafka:kafka-streams:2.8.2,org.apache.kafka:kafka-streams:2.6.0,248.0
org.apache.kafka:kafka-streams:2.8.2,org.apache.kafka:kafka-streams:2.8.0,10.0
io.micrometer:micrometer-observation:1.12.2,io.micrometer:micrometer-observation:1.10.12,6.0
io.micrometer:micrometer-observation:1.12.2,io.micrometer:micrometer-observation:1.10.10,7.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.2.9,0.0
io.grpc:grpc-api:1.45.1,io.grpc:grpc-api:1.37.0,17.0
io.grpc:grpc-api:1.45.1,io.grpc:grpc-api:1.42.0,5.0
org.apache.kafka:kafka-clients:2.8.2,org.apache.kafka:kafka-clients:0.10.0.1,1703.0
org.apache.kafka:kafka-clients:2.8.2,org.apache.kafka:kafka-clients:3.4.0,383.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:30.0-jre,125.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:30.1.1-jre,111.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:31.0.1-jre,24.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:18.0,679.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:25.0-jre,300.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:15.0,710.0
com.google.guava:guava:31.1-jre,com.google.guava:guava:28.1-jre,239.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.11,com.squareup.okhttp3:okhttp:5.0.0-alpha.6,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.11,com.squareup.okhttp3:okhttp:4.10.0-RC1,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.11,com.squareup.okhttp3:okhttp:5.0.0-alpha.2,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.11,com.squareup.okhttp3:okhttp:4.11.0,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.11,com.squareup.okhttp3:okhttp:3.14.4,0.0
com.squareup.okhttp3:okhttp:5.0.0-alpha.11,com.squareup.okhttp3:okhttp:5.0.0-alpha.10,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.12,4.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.11,4.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.18,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.0.10,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:9.0.80,97.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.0.11,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.17,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.3.0,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.16,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.2,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:9.0.82,97.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.3.1,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.15,4.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.3,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.20,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:2.5.15,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.17,8.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.0.12,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.0.13,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.8,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.9,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.18,8.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.15,8.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.16,8.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.3.2,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.13,8.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.4,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:9.0.70,110.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.3.3,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:9.0.71,110.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.5,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.11,8.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:2.7.7,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:10.1.12,8.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:2.7.8,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:2.7.9,0.0
org.apache.tomcat.embed:tomcat-embed-websocket:10.1.4,org.apache.tomcat.embed:tomcat-embed-websocket:9.0.74,110.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.0,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.1,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.6,0.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.1.7,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:9.0.76,97.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:9.0.78,97.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:9.0.79,97.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.0.1,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.25,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.0.2,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.24,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.2.0,0.0
org.apache.tomcat.embed:tomcat-embed-el:10.1.4,org.apache.tomcat.embed:tomcat-embed-el:10.1.28,5.0
org.springframework.boot:spring-boot-starter:3.2.2,org.springframework.boot:spring-boot-starter:3.2.7,0.0
