release1,release2,value
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:10.1.18,25.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.25,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.15,70.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.24,0.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.35,0.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.13,11.0
org.slf4j:slf4j-api:1.7.32,org.slf4j:slf4j-api:1.7.36,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.14,70.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.23,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.13,70.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.22,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.16,70.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.69,490.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.82,625.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.12,org.apache.tomcat.embed:tomcat-embed-core:8.5.69,660.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.7,61.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.8,46.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:8.5.100,539.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.4,130.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.5,127.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.83,408.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.19,30.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.0,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.2,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.3,81.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.4,63.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.18,70.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.17,70.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.19,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.20,70.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.1.12,82.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:5.3.17,0.0
org.springframework:spring-tx:5.3.27,org.springframework:spring-tx:6.0.0,63.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.25,67.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:10.1.24,60.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.11,org.apache.tomcat.embed:tomcat-embed-core:9.0.68,494.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.2,103.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.0,103.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.12,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.32,2.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.11,1.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.10,13.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.10,1.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.7,13.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.31,292.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.6,13.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.19,308.0
org.opensaml:opensaml-security-api:3.4.3,org.opensaml:opensaml-security-api:3.4.5,0.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.18,308.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.2.0.RELEASE,355.0
org.opensaml:opensaml-messaging-api:3.4.5,org.opensaml:opensaml-messaging-api:3.4.3,0.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.3,102.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.30,2.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.33,2.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.4,4.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.20,306.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:3.0.3.RELEASE,755.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.17,309.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.15,309.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.4,319.0
org.opensaml:opensaml-messaging-api:3.4.3,org.opensaml:opensaml-messaging-api:3.4.5,0.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.9,311.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.9,1.0
net.shibboleth.utilities:java-support:7.5.0,net.shibboleth.utilities:java-support:7.5.1,1.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.8,1.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.7,1.0
commons-codec:commons-codec:1.10,commons-codec:commons-codec:1.11,11.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.5,3.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.6,11.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.0.1,315.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.12,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.13,13.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.5,83.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.35,2.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.13,11.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.36,2.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.13,26.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.14,31.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.2,9.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.28,294.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.27,295.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.26,295.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.25,301.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.29,294.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.21,1.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.11,14.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.30,292.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.6.1,18.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.24,301.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.7,15.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.23,302.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.6,15.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:5.3.22,302.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.28,0.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.5,16.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.29,2.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.22,1.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.15,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.16,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.10,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.9,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.3,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.2,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:2.0.4,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.26,0.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.6.4,19.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.5.3,23.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.101.Final,4.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.111.Final,12.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.92.Final,2.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.82.Final,9.0
io.netty:netty-common:4.1.91.Final,io.netty:netty-common:4.1.75.Final,17.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.12,13.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.83,406.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.19,26.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.69,491.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.82,626.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.5.Final,159.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.85.Final,17.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.109.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.104.Final,21.0
io.netty:netty-common:4.1.70.Final,io.netty:netty-common:4.1.112.Final,28.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.70,482.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.26,66.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.25,63.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.24,56.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.68,495.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.7,62.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.8,47.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.100,538.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.4,131.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.5,128.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.20,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.7,0.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.8,0.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.5,1.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.3,1.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.4,1.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.29,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.1,9.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.28,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.2,2.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.30,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.12,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.11,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.10,15.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.16,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.15,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.13,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.2.0.RELEASE,41.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.9,0.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.4,24.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.5,24.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.10,0.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.19,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.18,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.17,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.15,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.8,23.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.9,23.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.6,24.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.7,23.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.14,31.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.2,9.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.0.1,315.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.11,0.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.4,38.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.13,11.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.27,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.26,38.0
org.apache.httpcomponents:httpclient:4.5.3,org.apache.httpcomponents:httpclient:4.5.13,26.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.1.0,9.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.25,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.24,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.23,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.9,38.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:5.3.22,38.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.21,1.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.1,24.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.0,24.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.21,62.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.20,62.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.10,77.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.11,77.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.18,62.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.16,62.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.22,1.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.17,62.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.3,7.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.1.2,13.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.6.4,19.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.5.3,23.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.15,63.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.6.1,18.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.12,70.0
org.springframework:spring-core:6.1.12,org.springframework:spring-core:6.0.13,67.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.2,24.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.3,24.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.18,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.0,24.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.17,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.21,14.0
org.springframework:spring-aop:6.1.12,org.springframework:spring-aop:6.0.20,14.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.99,535.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.98,535.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.78,631.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.71,480.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.28,78.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.25,10.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:6.0.9,128.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.29,2.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:6.0.8,126.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.30,8.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.24,11.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.23,12.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.22,12.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.28,2.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:5.3.26,3.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.72,652.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.97,534.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.96,533.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.93,530.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:10.1.20,39.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.78,402.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.76,406.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.75,427.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.74,429.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:9.0.73,435.0
org.apache.tomcat.embed:tomcat-embed-core:10.1.13,org.apache.tomcat.embed:tomcat-embed-core:8.5.95,528.0
com.jayway.jsonpath:json-path:2.6.0,com.jayway.jsonpath:json-path:2.5.0,10.0
org.springframework:spring-beans:5.3.27,org.springframework:spring-beans:6.1.11,55.0
org.springframework:spring-beans:5.3.27,org.springframework:spring-beans:6.1.12,55.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:6.0.7,126.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:6.0.6,126.0
org.springframework:spring-core:5.3.27,org.springframework:spring-core:6.0.5,126.0
com.jayway.jsonpath:json-path:2.6.0,com.jayway.jsonpath:json-path:2.4.0,32.0
